,w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate,origin_lat,origin_lon,origin_county,dest_lat,dest_lon,dest_county,linestring
4688723,360610317032010,360470274002003,1,0,1,0,0,0,1,0,0,1,20170919,40.6113335,-73.9964611,"Kings County, NY",40.7147917,-74.0147264,"New York County, NY","LINESTRING(-73.9964611 40.6113335, -74.0147264 40.7147917)"
435755,360050401003000,360050425003008,1,0,0,1,1,0,0,0,1,0,20170919,40.8678276,-73.882123,"Bronx County, NY",40.862675,-73.8990158,"Bronx County, NY","LINESTRING(-73.882123 40.8678276, -73.8990158 40.862675)"
1788344,360470496001004,360610253004000,1,0,1,0,1,0,0,0,0,1,20170919,40.8440795,-73.9383363,"New York County, NY",40.644098,-73.9791028,"Kings County, NY","LINESTRING(-73.9383363 40.8440795, -73.9791028 40.644098)"
1630393,360470220003002,360470532001003,1,0,1,0,0,0,1,0,0,1,20170919,40.6284926,-73.9606046,"Kings County, NY",40.6367269,-73.9987174,"Kings County, NY","LINESTRING(-73.9606046 40.6284926, -73.9987174 40.6367269)"
235042,360050046001005,360050343001000,1,1,0,0,0,0,1,0,0,1,20170919,40.9089058,-73.8972126,"Bronx County, NY",40.8234433,-73.8697104,"Bronx County, NY","LINESTRING(-73.8972126 40.9089058, -73.8697104 40.8234433)"
1563192,360470121001000,360610232004000,1,0,1,0,1,0,0,0,0,1,20170919,40.8225724,-73.9402507,"New York County, NY",40.67294,-73.9914431,"Kings County, NY","LINESTRING(-73.9402507 40.8225724, -73.9914431 40.67294)"
3985913,360610102001004,360470440002003,1,0,1,0,0,0,1,1,0,0,20170919,40.6127523,-73.9701692,"Kings County, NY",40.760336,-73.9727304,"New York County, NY","LINESTRING(-73.9701692 40.6127523, -73.9727304 40.760336)"
3563456,360610074003002,360610124002000,1,0,1,0,0,1,0,0,0,1,20170919,40.7676691,-73.9546245,"New York County, NY",40.7452735,-73.9858198,"New York County, NY","LINESTRING(-73.9546245 40.7676691, -73.9858198 40.7452735)"
5360608,360810043002001,360050051003000,1,0,1,0,0,1,0,0,0,1,20170919,40.8150788,-73.9227019,"Bronx County, NY",40.7596896,-73.9383325,"Queens County, NY","LINESTRING(-73.9227019 40.8150788, -73.9383325 40.7596896)"
3632583,360610080002002,360610015021010,1,1,0,0,0,0,1,0,0,1,20170919,40.7077775,-74.0073637,"New York County, NY",40.7501902,-73.9780224,"New York County, NY","LINESTRING(-74.0073637 40.7077775, -73.9780224 40.7501902)"
3800560,360610093001001,360610066006000,1,1,0,0,0,1,0,0,0,1,20170919,40.7383611,-73.9790102,"New York County, NY",40.7470481,-74.000026,"New York County, NY","LINESTRING(-73.9790102 40.7383611, -74.000026 40.7470481)"
3941133,360610100002002,360610120003001,1,1,0,0,0,0,1,0,0,1,20170919,40.7660118,-73.9664825,"New York County, NY",40.7583508,-73.969964,"New York County, NY","LINESTRING(-73.9664825 40.7660118, -73.969964 40.7583508)"
3922775,360610099001039,360610179001000,1,0,1,0,0,1,0,0,0,1,20170919,40.7940508,-73.9753356,"New York County, NY",40.7559651,-73.9994312,"New York County, NY","LINESTRING(-73.9753356 40.7940508, -73.9994312 40.7559651)"
3064603,360610013002001,360470730001005,1,0,0,1,0,0,1,0,0,1,20170919,40.62691,-73.929212,"Kings County, NY",40.7085599,-74.0129056,"New York County, NY","LINESTRING(-73.929212 40.62691, -74.0129056 40.7085599)"
1518043,360470059001008,360610216004000,1,0,1,0,0,0,1,1,0,0,20170919,40.8022017,-73.955127,"New York County, NY",40.6796783,-74.0107524,"Kings County, NY","LINESTRING(-73.955127 40.8022017, -74.0107524 40.6796783)"
1603005,360470187001008,360810001001010,1,0,1,0,0,0,1,0,0,1,20170919,40.7443802,-73.9571372,"Queens County, NY",40.6944895,-73.9716239,"Kings County, NY","LINESTRING(-73.9571372 40.7443802, -73.9716239 40.6944895)"
3069321,360610013002005,360610088007000,3,2,1,0,0,0,3,0,0,3,20170919,40.7479753,-73.9708622,"New York County, NY",40.7057341,-74.0158011,"New York County, NY","LINESTRING(-73.9708622 40.7479753, -74.0158011 40.7057341)"
3092643,360610015013013,360470133004000,3,1,2,0,0,0,3,0,0,3,20170919,40.6748872,-73.9832381,"Kings County, NY",40.7083201,-74.001182,"New York County, NY","LINESTRING(-73.9832381 40.6748872, -74.001182 40.7083201)"
3670717,360610082001008,360610111001002,1,0,1,0,0,0,1,0,0,1,20170919,40.7537701,-73.9941741,"New York County, NY",40.7496341,-73.9805379,"New York County, NY","LINESTRING(-73.9941741 40.7537701, -73.9805379 40.7496341)"
437502,360050405013002,360050143001004,1,0,1,0,0,1,0,0,0,1,20170919,40.8286641,-73.9121954,"Bronx County, NY",40.8674868,-73.8900819,"Bronx County, NY","LINESTRING(-73.9121954 40.8286641, -73.8900819 40.8674868)"
241869,360050061001000,360050380002000,1,0,1,0,0,1,0,0,0,1,20170919,40.8790851,-73.860128,"Bronx County, NY",40.8252179,-73.9202975,"Bronx County, NY","LINESTRING(-73.860128 40.8790851, -73.9202975 40.8252179)"
4295968,360610121004000,360810158022000,1,1,0,0,1,0,0,0,0,1,20170919,40.6870735,-73.8183616,"Queens County, NY",40.7594444,-73.9900358,"New York County, NY","LINESTRING(-73.8183616 40.6870735, -73.9900358 40.7594444)"
1617620,360470205001001,360810481002000,1,0,1,0,0,1,0,0,0,1,20170919,40.7426567,-73.8854644,"Queens County, NY",40.6781767,-73.9646535,"Kings County, NY","LINESTRING(-73.8854644 40.7426567, -73.9646535 40.6781767)"
4145457,360610112021003,360810657031005,1,0,0,1,0,0,1,0,0,1,20170919,40.7133802,-73.8767951,"Queens County, NY",40.7622905,-73.9734093,"New York County, NY","LINESTRING(-73.8767951 40.7133802, -73.9734093 40.7622905)"
3284443,360610039001020,360050175003001,1,0,1,0,1,0,0,0,0,1,20170919,40.8309516,-73.9139758,"Bronx County, NY",40.7216859,-74.0087061,"New York County, NY","LINESTRING(-73.9139758 40.8309516, -74.0087061 40.7216859)"
3857619,360610095002001,360470894002001,1,0,1,0,0,1,0,0,1,0,20170919,40.6621343,-73.9170913,"Kings County, NY",40.7481444,-73.9945509,"New York County, NY","LINESTRING(-73.9170913 40.6621343, -73.9945509 40.7481444)"
381794,360050293021000,360610212003000,1,0,0,1,0,1,0,0,0,1,20170919,40.8118332,-73.9404308,"New York County, NY",40.8777263,-73.9145049,"Bronx County, NY","LINESTRING(-73.9404308 40.8118332, -73.9145049 40.8777263)"
4019151,360610104001000,360610241005000,1,1,0,0,0,1,0,0,1,0,20170919,40.8337729,-73.9432282,"New York County, NY",40.7626563,-73.9762969,"New York County, NY","LINESTRING(-73.9432282 40.8337729, -73.9762969 40.7626563)"
3701573,360610084002002,360610180001003,1,0,1,0,0,0,1,0,0,1,20170919,40.7944303,-73.9385855,"New York County, NY",40.7513296,-73.9845613,"New York County, NY","LINESTRING(-73.9385855 40.7944303, -73.9845613 40.7513296)"
5464533,360810216001011,360810283003001,1,0,1,0,0,1,0,0,0,1,20170919,40.7487372,-73.8836564,"Queens County, NY",40.7129278,-73.8256539,"Queens County, NY","LINESTRING(-73.8836564 40.7487372, -73.8256539 40.7129278)"
3096218,360610015021003,360050244001001,1,0,1,0,0,0,1,0,0,1,20170919,40.8481623,-73.8590642,"Bronx County, NY",40.7093031,-74.0071392,"New York County, NY","LINESTRING(-73.8590642 40.8481623, -74.0071392 40.7093031)"
3449238,360610058001006,360850105005003,1,0,1,0,0,0,1,0,0,1,20170919,40.6364255,-74.1155238,"Richmond County, NY",40.7432581,-73.9906574,"New York County, NY","LINESTRING(-74.1155238 40.6364255, -73.9906574 40.7432581)"
4470986,360610145003002,360610191001004,1,0,0,1,0,0,1,0,0,1,20170919,40.8009608,-73.970026,"New York County, NY",40.7697247,-73.9830978,"New York County, NY","LINESTRING(-73.970026 40.8009608, -73.9830978 40.7697247)"
5368189,360810055001003,360810713062000,1,1,0,0,0,1,0,0,0,1,20170919,40.7262834,-73.855622,"Queens County, NY",40.7539782,-73.9268979,"Queens County, NY","LINESTRING(-73.855622 40.7262834, -73.9268979 40.7539782)"
3214976,360610033001003,360810120002000,2,0,1,1,0,1,1,0,0,2,20170919,40.6916564,-73.8273188,"Queens County, NY",40.7182963,-74.0044999,"New York County, NY","LINESTRING(-73.8273188 40.6916564, -74.0044999 40.7182963)"
4580939,360610189001002,360610152003000,1,1,0,0,1,0,0,0,0,1,20170919,40.7799176,-73.9457005,"New York County, NY",40.796726,-73.9619328,"New York County, NY","LINESTRING(-73.9457005 40.7799176, -73.9619328 40.796726)"
3046504,360610009001026,360810857003001,1,0,1,0,1,0,0,0,0,1,20170919,40.7562388,-73.8227101,"Queens County, NY",40.7038092,-74.0123719,"New York County, NY","LINESTRING(-73.8227101 40.7562388, -74.0123719 40.7038092)"
1575047,360470140001003,360850146062008,1,0,0,1,1,0,0,1,0,0,20170919,40.5550876,-74.1424622,"Richmond County, NY",40.6219574,-74.0201646,"Kings County, NY","LINESTRING(-74.1424622 40.5550876, -74.0201646 40.6219574)"
3502572,360610065003002,360811341001007,1,1,0,0,0,1,0,0,1,0,20170919,40.7369944,-73.7893847,"Queens County, NY",40.7288612,-74.0020474,"New York County, NY","LINESTRING(-73.7893847 40.7369944, -74.0020474 40.7288612)"
3782573,360610092001009,360610155002000,5,0,5,0,2,0,3,0,0,5,20170919,40.7774531,-73.9886081,"New York County, NY",40.7526253,-73.9758766,"New York County, NY","LINESTRING(-73.9886081 40.7774531, -73.9758766 40.7526253)"
3075899,360610013002009,360050363002000,1,1,0,0,0,1,0,0,0,1,20170919,40.8446472,-73.8807313,"Bronx County, NY",40.7064888,-74.0133344,"New York County, NY","LINESTRING(-73.8807313 40.8446472, -74.0133344 40.7064888)"
4635136,360610226003000,360050246002003,1,0,1,0,0,0,1,0,0,1,20170919,40.8498601,-73.8623816,"Bronx County, NY",40.8149196,-73.9458407,"New York County, NY","LINESTRING(-73.8623816 40.8498601, -73.9458407 40.8149196)"
1648480,360470240003002,360050307012000,1,0,1,0,0,0,1,0,0,1,20170919,40.89127,-73.9101339,"Bronx County, NY",40.6288302,-73.9931857,"Kings County, NY","LINESTRING(-73.9101339 40.89127, -73.9931857 40.6288302)"
5529160,360810329003006,360810285002001,1,0,1,0,0,1,0,0,1,0,20170919,40.7524174,-73.8881128,"Queens County, NY",40.7639461,-73.8845387,"Queens County, NY","LINESTRING(-73.8881128 40.7524174, -73.8845387 40.7639461)"
5598931,360810520001003,360810530002006,1,0,1,0,0,1,0,0,0,1,20170919,40.6950838,-73.7529791,"Queens County, NY",40.7019113,-73.7560454,"Queens County, NY","LINESTRING(-73.7529791 40.6950838, -73.7560454 40.7019113)"
4300059,360610122002001,360810809006000,1,0,1,0,0,0,1,0,0,1,20170919,40.7329074,-73.8162659,"Queens County, NY",40.7666908,-73.968096,"New York County, NY","LINESTRING(-73.8162659 40.7329074, -73.968096 40.7666908)"
3629290,360610080002001,360610144024004,1,0,0,1,0,0,1,0,0,1,20170919,40.7757657,-73.9460486,"New York County, NY",40.7508085,-73.9775715,"New York County, NY","LINESTRING(-73.9460486 40.7757657, -73.9775715 40.7508085)"
4116313,360610111001002,360050157002002,1,1,0,0,0,0,1,0,0,1,20170919,40.8330741,-73.8897583,"Bronx County, NY",40.7537701,-73.9941741,"New York County, NY","LINESTRING(-73.8897583 40.8330741, -73.9941741 40.7537701)"
4220645,360610115001003,360050302003001,1,0,1,0,0,0,1,0,0,1,20170919,40.861744,-73.825029,"Bronx County, NY",40.7556173,-73.992822,"New York County, NY","LINESTRING(-73.825029 40.861744, -73.992822 40.7556173)"
5486921,360810261002001,360810088001010,1,0,1,0,0,1,0,0,0,1,20170919,40.6707275,-73.8364528,"Queens County, NY",40.7481872,-73.9016305,"Queens County, NY","LINESTRING(-73.8364528 40.6707275, -73.9016305 40.7481872)"
4072888,360610109001003,360470478002004,1,1,0,0,1,0,0,0,0,1,20170919,40.6314045,-73.9793391,"Kings County, NY",40.7531852,-73.9908863,"New York County, NY","LINESTRING(-73.9793391 40.6314045, -73.9908863 40.7531852)"
4048247,360610106013000,360610303003003,1,0,1,0,1,0,0,0,0,1,20170919,40.8696214,-73.9170838,"New York County, NY",40.7574991,-73.9620407,"New York County, NY","LINESTRING(-73.9170838 40.8696214, -73.9620407 40.7574991)"
3614660,360610079004001,360610281002001,1,1,0,0,0,0,1,0,0,1,20170919,40.856514,-73.9347035,"New York County, NY",40.7397828,-74.0057545,"New York County, NY","LINESTRING(-73.9347035 40.856514, -74.0057545 40.7397828)"
1637011,360470228003001,360470574001002,1,0,0,1,0,1,0,0,1,0,20170919,40.6012928,-73.9444926,"Kings County, NY",40.6394711,-73.9821099,"Kings County, NY","LINESTRING(-73.9444926 40.6012928, -73.9821099 40.6394711)"
3374980,360610052002002,360470425002004,1,0,1,0,1,0,0,0,1,0,20170919,40.6997442,-73.9301571,"Kings County, NY",40.7384602,-73.9908158,"New York County, NY","LINESTRING(-73.9301571 40.6997442, -73.9908158 40.7384602)"
4594197,360610199001007,360610203001001,1,1,0,0,1,0,0,0,0,1,20170919,40.8102725,-73.9603933,"New York County, NY",40.8060678,-73.9660407,"New York County, NY","LINESTRING(-73.9603933 40.8102725, -73.9660407 40.8060678)"
3136103,360610021001010,360470491001002,3,0,2,1,0,0,3,0,0,3,20170919,40.7041902,-73.9467859,"Kings County, NY",40.712726,-74.0106184,"New York County, NY","LINESTRING(-73.9467859 40.7041902, -74.0106184 40.712726)"
5472996,360810235003000,360470153004001,1,0,0,1,0,0,1,0,0,1,20170919,40.6689751,-73.9814996,"Kings County, NY",40.7399936,-73.9162272,"Queens County, NY","LINESTRING(-73.9814996 40.6689751, -73.9162272 40.7399936)"
3045448,360610009001026,360610166002001,2,0,1,1,0,2,0,0,0,2,20170919,40.7890313,-73.9475808,"New York County, NY",40.7038092,-74.0123719,"New York County, NY","LINESTRING(-73.9475808 40.7890313, -74.0123719 40.7038092)"
4185342,360610113001009,360050312002002,1,0,0,1,0,0,1,0,0,1,20170919,40.8618032,-73.8438931,"Bronx County, NY",40.7542775,-73.9857828,"New York County, NY","LINESTRING(-73.8438931 40.8618032, -73.9857828 40.7542775)"
3005552,360610007001025,360471122001004,1,1,0,0,0,1,0,0,0,1,20170919,40.6631813,-73.8870991,"Kings County, NY",40.7047393,-74.0075204,"New York County, NY","LINESTRING(-73.8870991 40.6631813, -74.0075204 40.7047393)"
1597242,360470169003000,360471152001003,1,0,0,1,0,0,1,0,0,1,20170919,40.6744035,-73.8921544,"Kings County, NY",40.6598978,-73.982397,"Kings County, NY","LINESTRING(-73.8921544 40.6744035, -73.982397 40.6598978)"
3206938,360610033001001,360610091001004,1,0,1,0,0,1,0,0,0,1,20170919,40.7431659,-73.9944674,"New York County, NY",40.7193271,-74.0032397,"New York County, NY","LINESTRING(-73.9944674 40.7431659, -74.0032397 40.7193271)"
4449843,360610139007000,360470582001002,2,0,2,0,0,1,1,0,0,2,20170919,40.5975182,-73.9585185,"Kings County, NY",40.7676559,-73.984046,"New York County, NY","LINESTRING(-73.9585185 40.5975182, -73.984046 40.7676559)"
5461202,360810212001004,360810779041000,1,0,0,1,1,0,0,0,1,0,20170919,40.7232126,-73.8113284,"Queens County, NY",40.7014627,-73.80846,"Queens County, NY","LINESTRING(-73.8113284 40.7232126, -73.80846 40.7014627)"
3819439,360610094001005,360610183006001,1,0,1,0,0,0,1,0,1,0,20170919,40.7946916,-73.9708293,"New York County, NY",40.756005,-73.9779912,"New York County, NY","LINESTRING(-73.9708293 40.7946916, -73.9779912 40.756005)"
5743750,360810869001010,360810188001000,1,1,0,0,1,0,0,0,0,1,20170919,40.682861,-73.7955015,"Queens County, NY",40.7626463,-73.8296568,"Queens County, NY","LINESTRING(-73.7955015 40.682861, -73.8296568 40.7626463)"
3875899,360610096001004,360610140005000,2,1,1,0,0,0,2,0,0,2,20170919,40.776934,-73.9585125,"New York County, NY",40.756397,-73.9808647,"New York County, NY","LINESTRING(-73.9585125 40.776934, -73.9808647 40.756397)"
3279009,360610037003015,360610009001012,1,0,1,0,0,0,1,0,0,1,20170919,40.7039095,-74.0098348,"New York County, NY",40.7233764,-74.0055407,"New York County, NY","LINESTRING(-74.0098348 40.7039095, -74.0055407 40.7233764)"
1940627,360470856001001,360470828002002,1,0,0,1,0,1,0,0,0,1,20170919,40.639149,-73.950737,"Kings County, NY",40.6501665,-73.9441884,"Kings County, NY","LINESTRING(-73.950737 40.639149, -73.9441884 40.6501665)"
3238551,360610033002009,360810515001000,2,1,0,1,0,0,2,1,0,1,20170919,40.7346697,-73.8994898,"Queens County, NY",40.7170972,-74.0071031,"New York County, NY","LINESTRING(-73.8994898 40.7346697, -74.0071031 40.7170972)"
4587298,360610194004000,360810277005001,1,0,1,0,1,0,0,0,0,1,20170919,40.7493143,-73.8780871,"Queens County, NY",40.8022274,-73.9353995,"New York County, NY","LINESTRING(-73.8780871 40.7493143, -73.9353995 40.8022274)"
5714956,360810792001009,360810036001006,1,0,1,0,0,1,0,0,0,1,20170919,40.684236,-73.8552,"Queens County, NY",40.667553,-73.7957171,"Queens County, NY","LINESTRING(-73.8552 40.684236, -73.7957171 40.667553)"
434535,360050399021000,360050383012000,4,1,3,0,4,0,0,0,1,3,20170919,40.8576402,-73.8972897,"Bronx County, NY",40.8609715,-73.8928067,"Bronx County, NY","LINESTRING(-73.8972897 40.8576402, -73.8928067 40.8609715)"
3609854,360610079001000,360050183011000,1,0,0,1,0,1,0,0,0,1,20170919,40.8278863,-73.9211491,"Bronx County, NY",40.7409442,-74.0064223,"New York County, NY","LINESTRING(-73.9211491 40.8278863, -74.0064223 40.7409442)"
5763858,360810919001005,360810182002003,1,1,0,0,0,1,0,0,0,1,20170919,40.6771981,-73.8007788,"Queens County, NY",40.7748448,-73.8487032,"Queens County, NY","LINESTRING(-73.8007788 40.6771981, -73.8487032 40.7748448)"
3801943,360610094001000,360050287003000,1,1,0,0,1,0,0,0,0,1,20170919,40.8816155,-73.9037972,"Bronx County, NY",40.7565803,-73.975471,"New York County, NY","LINESTRING(-73.9037972 40.8816155, -73.975471 40.7565803)"
258316,360050071002015,360810690002002,1,0,1,0,0,0,1,0,0,1,20170919,40.6584987,-73.7500663,"Queens County, NY",40.8161648,-73.9166932,"Bronx County, NY","LINESTRING(-73.7500663 40.6584987, -73.9166932 40.8161648)"
1714357,360470370003004,360470386001005,1,0,1,0,0,0,1,0,0,1,20170919,40.5913077,-73.9745106,"Kings County, NY",40.5856524,-73.9648615,"Kings County, NY","LINESTRING(-73.9745106 40.5913077, -73.9648615 40.5856524)"
3132897,360610021001009,360810483002008,1,0,1,0,0,0,1,0,0,1,20170919,40.7414654,-73.8941801,"Queens County, NY",40.7132879,-74.0101211,"New York County, NY","LINESTRING(-73.8941801 40.7414654, -74.0101211 40.7132879)"
4419586,360610137003001,360610058001009,1,0,1,0,0,0,1,0,0,1,20170919,40.7412477,-73.9919039,"New York County, NY",40.7654058,-73.9828524,"New York County, NY","LINESTRING(-73.9919039 40.7412477, -73.9828524 40.7654058)"
1650405,360470242002000,360470462012002,1,0,0,1,0,0,1,0,1,0,20170919,40.6267741,-73.9737818,"Kings County, NY",40.6286346,-73.9958238,"Kings County, NY","LINESTRING(-73.9737818 40.6267741, -73.9958238 40.6286346)"
4215935,360610115001000,360050310001002,1,0,1,0,0,1,0,0,0,1,20170919,40.8596486,-73.8328419,"Bronx County, NY",40.7575041,-73.9914186,"New York County, NY","LINESTRING(-73.8328419 40.8596486, -73.9914186 40.7575041)"
4015865,360610103001009,360470514003000,1,1,0,0,0,1,0,0,0,1,20170919,40.6421417,-73.960117,"Kings County, NY",40.7517359,-73.9989924,"New York County, NY","LINESTRING(-73.960117 40.6421417, -73.9989924 40.7517359)"
5734900,360810853001003,360470325003001,1,0,1,0,0,0,1,0,0,1,20170919,40.6650621,-73.9580931,"Kings County, NY",40.7578476,-73.8265255,"Queens County, NY","LINESTRING(-73.9580931 40.6650621, -73.8265255 40.7578476)"
1963259,360470962001005,360470834001002,1,0,1,0,0,0,1,0,1,0,20170919,40.6426593,-73.93957,"Kings County, NY",40.6446671,-73.9127624,"Kings County, NY","LINESTRING(-73.93957 40.6426593, -73.9127624 40.6446671)"
5410830,360810142021007,360810192001003,1,0,1,0,0,0,1,0,0,1,20170919,40.683094,-73.8016968,"Queens County, NY",40.7003081,-73.8161944,"Queens County, NY","LINESTRING(-73.8016968 40.683094, -73.8161944 40.7003081)"
3327707,360610045001007,360810582001003,1,0,0,1,0,1,0,0,0,1,20170919,40.7094746,-73.7413677,"Queens County, NY",40.7201919,-74.0006449,"New York County, NY","LINESTRING(-73.7413677 40.7094746, -74.0006449 40.7201919)"
5718367,360810799001004,360810166001002,2,0,2,0,0,2,0,0,0,2,20170919,40.6834442,-73.8222816,"Queens County, NY",40.7472115,-73.8251876,"Queens County, NY","LINESTRING(-73.8222816 40.6834442, -73.8251876 40.7472115)"
3291240,360610039004003,360810086002006,1,0,1,0,0,0,1,0,0,1,20170919,40.675299,-73.8419465,"Queens County, NY",40.7197038,-74.009441,"New York County, NY","LINESTRING(-73.8419465 40.675299, -74.009441 40.7197038)"
4399355,360610133004000,360471152001003,1,0,1,0,1,0,0,0,0,1,20170919,40.6744035,-73.8921544,"Kings County, NY",40.7662759,-73.9887721,"New York County, NY","LINESTRING(-73.8921544 40.6744035, -73.9887721 40.7662759)"
1783753,360470491003003,360050053001000,1,0,1,0,1,0,0,0,0,1,20170919,40.8514336,-73.9226455,"Bronx County, NY",40.7026199,-73.9432999,"Kings County, NY","LINESTRING(-73.9226455 40.8514336, -73.9432999 40.7026199)"
3254936,360610036021000,360610038007000,1,0,0,1,1,0,0,0,1,0,20170919,40.7283953,-73.9862738,"New York County, NY",40.7247606,-73.9889248,"New York County, NY","LINESTRING(-73.9862738 40.7283953, -73.9889248 40.7247606)"
246780,360050063003001,360610213032001,1,0,1,0,1,0,0,0,0,1,20170919,40.8143366,-73.9541643,"New York County, NY",40.8266904,-73.9249035,"Bronx County, NY","LINESTRING(-73.9541643 40.8143366, -73.9249035 40.8266904)"
5716605,360810799001000,360810475002012,1,0,1,0,0,1,0,0,0,1,20170919,40.7313209,-73.8757487,"Queens County, NY",40.7489341,-73.8263876,"Queens County, NY","LINESTRING(-73.8757487 40.7313209, -73.8263876 40.7489341)"
3302510,360610041004002,360470196001001,1,0,1,0,0,1,0,0,1,0,20170919,40.6232474,-74.0025398,"Kings County, NY",40.7174852,-73.997848,"New York County, NY","LINESTRING(-74.0025398 40.6232474, -73.997848 40.7174852)"
4523630,360610159003003,360610169004001,1,0,1,0,0,1,0,0,0,1,20170919,40.784818,-73.9752489,"New York County, NY",40.7791734,-73.9860821,"New York County, NY","LINESTRING(-73.9752489 40.784818, -73.9860821 40.7791734)"
1727699,360470404002003,360470056021000,1,0,0,1,1,0,0,0,0,1,20170919,40.6141601,-74.0338129,"Kings County, NY",40.6015369,-73.9856632,"Kings County, NY","LINESTRING(-74.0338129 40.6141601, -73.9856632 40.6015369)"
4145699,360610112021003,360850138003007,1,0,0,1,1,0,0,0,0,1,20170919,40.5699665,-74.1278607,"Richmond County, NY",40.7622905,-73.9734093,"New York County, NY","LINESTRING(-74.1278607 40.5699665, -73.9734093 40.7622905)"
4553484,360610169003000,360050195002002,1,0,1,0,1,0,0,0,0,1,20170919,40.828857,-73.9236266,"Bronx County, NY",40.7867291,-73.9737809,"New York County, NY","LINESTRING(-73.9236266 40.828857, -73.9737809 40.7867291)"
3344702,360610049001007,360050179022000,1,1,0,0,1,0,0,0,1,0,20170919,40.8367156,-73.9147194,"Bronx County, NY",40.724968,-74.0010155,"New York County, NY","LINESTRING(-73.9147194 40.8367156, -74.0010155 40.724968)"
3099919,360610015021006,360610091001004,1,0,1,0,0,0,1,0,1,0,20170919,40.7431659,-73.9944674,"New York County, NY",40.7087828,-74.0081158,"New York County, NY","LINESTRING(-73.9944674 40.7431659, -74.0081158 40.7087828)"
3165193,360610030022001,360810561001000,1,1,0,0,1,0,0,0,0,1,20170919,40.6979443,-73.8788396,"Queens County, NY",40.7231433,-73.9871002,"New York County, NY","LINESTRING(-73.8788396 40.6979443, -73.9871002 40.7231433)"
4291170,360610121001000,360810119002001,1,0,1,0,0,0,1,0,0,1,20170919,40.770696,-73.9053441,"Queens County, NY",40.758818,-73.990491,"New York County, NY","LINESTRING(-73.9053441 40.770696, -73.990491 40.758818)"
3418806,360610056001003,360610125002000,2,0,2,0,0,0,2,0,0,2,20170919,40.7608908,-73.9857133,"New York County, NY",40.7427393,-73.9855624,"New York County, NY","LINESTRING(-73.9857133 40.7608908, -73.9855624 40.7427393)"
4384982,360610131001004,360610243023000,1,0,1,0,0,0,1,0,0,1,20170919,40.8316801,-73.9374382,"New York County, NY",40.7615779,-73.9834356,"New York County, NY","LINESTRING(-73.9374382 40.8316801, -73.9834356 40.7615779)"
3333398,360610047002011,360470433003001,1,1,0,0,0,0,1,0,1,0,20170919,40.6978318,-73.9144621,"Kings County, NY",40.7219024,-74.00143,"New York County, NY","LINESTRING(-73.9144621 40.6978318, -74.00143 40.7219024)"
3664882,360610082001005,360810679002001,1,0,1,0,0,0,1,0,0,1,20170919,40.725874,-73.8706622,"Queens County, NY",40.7514914,-73.9791893,"New York County, NY","LINESTRING(-73.8706622 40.725874, -73.9791893 40.7514914)"
1415917,360470011001000,360471130003001,1,1,0,0,1,0,0,0,0,1,20170919,40.6619721,-73.8967122,"Kings County, NY",40.6946366,-73.9856639,"Kings County, NY","LINESTRING(-73.8967122 40.6619721, -73.9856639 40.6946366)"
3062103,360610013001011,360610129002005,1,0,1,0,0,0,1,0,0,1,20170919,40.7617015,-73.9993708,"New York County, NY",40.7089468,-74.0114755,"New York County, NY","LINESTRING(-73.9993708 40.7617015, -74.0114755 40.7089468)"
4018040,360610104001000,360050391001000,1,0,0,1,0,0,1,0,1,0,20170919,40.8529558,-73.8845862,"Bronx County, NY",40.7626563,-73.9762969,"New York County, NY","LINESTRING(-73.8845862 40.8529558, -73.9762969 40.7626563)"
4533874,360610163005002,360610134003000,1,0,1,0,0,1,0,0,0,1,20170919,40.7724969,-73.9541201,"New York County, NY",40.7811433,-73.980578,"New York County, NY","LINESTRING(-73.9541201 40.7724969, -73.980578 40.7811433)"
5630604,360810632002004,360470323001002,1,0,0,1,0,1,0,0,0,1,20170919,40.6678426,-73.9547744,"Kings County, NY",40.6763721,-73.7439795,"Queens County, NY","LINESTRING(-73.9547744 40.6678426, -73.7439795 40.6763721)"
5835267,360811347005000,360470325002000,1,0,1,0,0,1,0,0,0,1,20170919,40.6681902,-73.9574164,"Kings County, NY",40.7406935,-73.7832961,"Queens County, NY","LINESTRING(-73.9574164 40.6681902, -73.7832961 40.7406935)"
3273599,360610037003005,360610210004005,1,0,0,1,0,0,1,0,0,1,20170919,40.8107761,-73.9360382,"New York County, NY",40.7252421,-74.0043732,"New York County, NY","LINESTRING(-73.9360382 40.8107761, -74.0043732 40.7252421)"
4651548,360610242003002,360850011002003,1,0,1,0,0,1,0,0,1,0,20170919,40.6375337,-74.0814985,"Richmond County, NY",40.8048483,-73.9335401,"New York County, NY","LINESTRING(-74.0814985 40.6375337, -73.9335401 40.8048483)"
3030172,360610009001010,360610126008000,1,0,1,0,0,0,1,0,0,1,20170919,40.7666807,-73.9583665,"New York County, NY",40.7040714,-74.0109596,"New York County, NY","LINESTRING(-73.9583665 40.7666807, -74.0109596 40.7040714)"
3187877,360610031001010,360850291043012,1,0,0,1,0,0,1,0,0,1,20170919,40.6116491,-74.1601584,"Richmond County, NY",40.716376,-74.0033539,"New York County, NY","LINESTRING(-74.1601584 40.6116491, -74.0033539 40.716376)"
